,row,column,lat_min,lat_max,lon_min,lon_max,nature,entertainment,transports,art,tourism,security,accessibility,sport
R48C98,48.0,98.0,41.31376681022773,41.31759838532429,2.1200101140796286,2.127509916828863,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0
R48C99,48.0,99.0,41.31376681022773,41.31759838532429,2.127509916828863,2.1350097195780973,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
R48C100,48.0,100.0,41.31376681022773,41.31759838532429,2.1350097195780973,2.1425095223273316,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
R48C101,48.0,101.0,41.31376681022773,41.31759838532429,2.1425095223273316,2.150009325076566,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0
R48C102,48.0,102.0,41.31376681022773,41.31759838532429,2.150009325076566,2.1575091278258003,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R48C105,48.0,105.0,41.31376681022773,41.31759838532429,2.172508733324269,2.1800085360735033,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
R49C2,49.0,2.0,41.31759838532429,41.32142996042084,1.4000290501531316,1.407528852902366,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R49C4,49.0,4.0,41.31759838532429,41.32142996042084,1.4150286556516003,1.4225284584008346,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
R49C5,49.0,5.0,41.31759838532429,41.32142996042084,1.4225284584008346,1.430028261150069,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R49C7,49.0,7.0,41.31759838532429,41.32142996042084,1.4375280638993033,1.4450278666485377,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R49C8,49.0,8.0,41.31759838532429,41.32142996042084,1.4450278666485377,1.452527669397772,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R49C9,49.0,9.0,41.31759838532429,41.32142996042084,1.452527669397772,1.4600274721470063,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0
R49C10,49.0,10.0,41.31759838532429,41.32142996042084,1.4600274721470063,1.4675272748962407,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R49C12,49.0,12.0,41.31759838532429,41.32142996042084,1.475027077645475,1.4825268803947094,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R49C13,49.0,13.0,41.31759838532429,41.32142996042084,1.4825268803947094,1.4900266831439437,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R49C14,49.0,14.0,41.31759838532429,41.32142996042084,1.4900266831439437,1.497526485893178,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R49C15,49.0,15.0,41.31759838532429,41.32142996042084,1.497526485893178,1.5050262886424124,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R49C17,49.0,17.0,41.31759838532429,41.32142996042084,1.5125260913916467,1.520025894140881,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R49C19,49.0,19.0,41.31759838532429,41.32142996042084,1.5275256968901154,1.5350254996393498,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R49C21,49.0,21.0,41.31759838532429,41.32142996042084,1.542525302388584,1.5500251051378184,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R49C22,49.0,22.0,41.31759838532429,41.32142996042084,1.5500251051378184,1.5575249078870528,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R49C23,49.0,23.0,41.31759838532429,41.32142996042084,1.5575249078870528,1.5650247106362871,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R49C24,49.0,24.0,41.31759838532429,41.32142996042084,1.5650247106362871,1.5725245133855215,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R49C25,49.0,25.0,41.31759838532429,41.32142996042084,1.5725245133855215,1.5800243161347558,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R49C26,49.0,26.0,41.31759838532429,41.32142996042084,1.5800243161347558,1.5875241188839901,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R49C27,49.0,27.0,41.31759838532429,41.32142996042084,1.5875241188839901,1.5950239216332245,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R49C28,49.0,28.0,41.31759838532429,41.32142996042084,1.5950239216332245,1.6025237243824588,8.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0
R49C29,49.0,29.0,41.31759838532429,41.32142996042084,1.6025237243824588,1.6100235271316932,3.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0
R49C30,49.0,30.0,41.31759838532429,41.32142996042084,1.6100235271316932,1.6175233298809275,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R49C31,49.0,31.0,41.31759838532429,41.32142996042084,1.6175233298809275,1.6250231326301618,5.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0
R49C32,49.0,32.0,41.31759838532429,41.32142996042084,1.6250231326301618,1.6325229353793962,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
R49C33,49.0,33.0,41.31759838532429,41.32142996042084,1.6325229353793962,1.6400227381286305,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R49C34,49.0,34.0,41.31759838532429,41.32142996042084,1.6400227381286305,1.6475225408778649,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
R49C35,49.0,35.0,41.31759838532429,41.32142996042084,1.6475225408778649,1.6550223436270992,6.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
R49C36,49.0,36.0,41.31759838532429,41.32142996042084,1.6550223436270992,1.6625221463763336,3.0,9.0,66.0,1.0,0.0,0.0,1.0,0.0
R49C37,49.0,37.0,41.31759838532429,41.32142996042084,1.6625221463763336,1.670021949125568,10.0,1.0,31.0,0.0,0.0,2.0,0.0,0.0
R49C38,49.0,38.0,41.31759838532429,41.32142996042084,1.670021949125568,1.6775217518748022,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
R49C39,49.0,39.0,41.31759838532429,41.32142996042084,1.6775217518748022,1.6850215546240366,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R49C40,49.0,40.0,41.31759838532429,41.32142996042084,1.6850215546240366,1.692521357373271,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
R49C41,49.0,41.0,41.31759838532429,41.32142996042084,1.692521357373271,1.7000211601225053,4.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0
R49C42,49.0,42.0,41.31759838532429,41.32142996042084,1.7000211601225053,1.7075209628717396,6.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0
R49C43,49.0,43.0,41.31759838532429,41.32142996042084,1.7075209628717396,1.715020765620974,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R49C44,49.0,44.0,41.31759838532429,41.32142996042084,1.715020765620974,1.7225205683702083,1.0,0.0,29.0,0.0,0.0,0.0,1.0,0.0
R49C45,49.0,45.0,41.31759838532429,41.32142996042084,1.7225205683702083,1.7300203711194426,1.0,0.0,33.0,0.0,2.0,0.0,0.0,0.0
R49C46,49.0,46.0,41.31759838532429,41.32142996042084,1.7300203711194426,1.737520173868677,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R49C47,49.0,47.0,41.31759838532429,41.32142996042084,1.737520173868677,1.7450199766179113,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
R49C48,49.0,48.0,41.31759838532429,41.32142996042084,1.7450199766179113,1.7525197793671456,3.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0
R49C49,49.0,49.0,41.31759838532429,41.32142996042084,1.7525197793671456,1.76001958211638,2.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
R49C50,49.0,50.0,41.31759838532429,41.32142996042084,1.76001958211638,1.7675193848656143,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
R49C51,49.0,51.0,41.31759838532429,41.32142996042084,1.7675193848656143,1.7750191876148487,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
R49C52,49.0,52.0,41.31759838532429,41.32142996042084,1.7750191876148487,1.782518990364083,2.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0
R49C53,49.0,53.0,41.31759838532429,41.32142996042084,1.782518990364083,1.7900187931133174,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
R49C54,49.0,54.0,41.31759838532429,41.32142996042084,1.7900187931133174,1.7975185958625517,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R49C55,49.0,55.0,41.31759838532429,41.32142996042084,1.7975185958625517,1.805018398611786,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
R49C56,49.0,56.0,41.31759838532429,41.32142996042084,1.805018398611786,1.8125182013610204,7.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
R49C57,49.0,57.0,41.31759838532429,41.32142996042084,1.8125182013610204,1.8200180041102547,6.0,0.0,10.0,1.0,4.0,0.0,0.0,0.0
R49C58,49.0,58.0,41.31759838532429,41.32142996042084,1.8200180041102547,1.827517806859489,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R49C59,49.0,59.0,41.31759838532429,41.32142996042084,1.827517806859489,1.8350176096087234,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R49C60,49.0,60.0,41.31759838532429,41.32142996042084,1.8350176096087234,1.8425174123579577,1.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0
R49C61,49.0,61.0,41.31759838532429,41.32142996042084,1.8425174123579577,1.850017215107192,5.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0
R49C62,49.0,62.0,41.31759838532429,41.32142996042084,1.850017215107192,1.8575170178564264,5.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
R49C63,49.0,63.0,41.31759838532429,41.32142996042084,1.8575170178564264,1.8650168206056608,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R49C64,49.0,64.0,41.31759838532429,41.32142996042084,1.8650168206056608,1.872516623354895,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R49C65,49.0,65.0,41.31759838532429,41.32142996042084,1.872516623354895,1.8800164261041294,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R49C66,49.0,66.0,41.31759838532429,41.32142996042084,1.8800164261041294,1.8875162288533638,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R49C67,49.0,67.0,41.31759838532429,41.32142996042084,1.8875162288533638,1.8950160316025981,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
R49C68,49.0,68.0,41.31759838532429,41.32142996042084,1.8950160316025981,1.9025158343518325,2.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0
R49C69,49.0,69.0,41.31759838532429,41.32142996042084,1.9025158343518325,1.9100156371010668,4.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
R49C70,49.0,70.0,41.31759838532429,41.32142996042084,1.9100156371010668,1.9175154398503012,2.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
R49C71,49.0,71.0,41.31759838532429,41.32142996042084,1.9175154398503012,1.9250152425995355,4.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0
R49C72,49.0,72.0,41.31759838532429,41.32142996042084,1.9250152425995355,1.9325150453487698,3.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0
R49C73,49.0,73.0,41.31759838532429,41.32142996042084,1.9325150453487698,1.9400148480980042,2.0,0.0,7.0,0.0,5.0,0.0,0.0,0.0
R49C74,49.0,74.0,41.31759838532429,41.32142996042084,1.9400148480980042,1.9475146508472385,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
R49C75,49.0,75.0,41.31759838532429,41.32142996042084,1.9475146508472385,1.9550144535964729,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
R49C76,49.0,76.0,41.31759838532429,41.32142996042084,1.9550144535964729,1.9625142563457072,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
R49C77,49.0,77.0,41.31759838532429,41.32142996042084,1.9625142563457072,1.9700140590949415,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0
R49C78,49.0,78.0,41.31759838532429,41.32142996042084,1.9700140590949415,1.9775138618441759,0.0,2.0,11.0,1.0,0.0,0.0,2.0,0.0
R49C79,49.0,79.0,41.31759838532429,41.32142996042084,1.9775138618441759,1.9850136645934102,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R49C80,49.0,80.0,41.31759838532429,41.32142996042084,1.9850136645934102,1.9925134673426446,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
R49C81,49.0,81.0,41.31759838532429,41.32142996042084,1.9925134673426446,2.000013270091879,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
R49C82,49.0,82.0,41.31759838532429,41.32142996042084,2.000013270091879,2.0075130728411135,1.0,5.0,43.0,0.0,0.0,1.0,0.0,0.0
R49C83,49.0,83.0,41.31759838532429,41.32142996042084,2.0075130728411135,2.015012875590348,0.0,2.0,54.0,0.0,0.0,4.0,0.0,0.0
R49C84,49.0,84.0,41.31759838532429,41.32142996042084,2.015012875590348,2.022512678339582,2.0,14.0,98.0,0.0,3.0,2.0,20.0,0.0
R49C85,49.0,85.0,41.31759838532429,41.32142996042084,2.022512678339582,2.0300124810888165,1.0,14.0,124.0,1.0,0.0,0.0,0.0,0.0
R49C86,49.0,86.0,41.31759838532429,41.32142996042084,2.0300124810888165,2.037512283838051,1.0,3.0,38.0,0.0,0.0,0.0,0.0,0.0
R49C87,49.0,87.0,41.31759838532429,41.32142996042084,2.037512283838051,2.045012086587285,35.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
R49C88,49.0,88.0,41.31759838532429,41.32142996042084,2.045012086587285,2.0525118893365195,19.0,0.0,8.0,1.0,2.0,0.0,0.0,0.0
R49C89,49.0,89.0,41.31759838532429,41.32142996042084,2.0525118893365195,2.060011692085754,14.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
R49C90,49.0,90.0,41.31759838532429,41.32142996042084,2.060011692085754,2.067511494834988,9.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
R49C91,49.0,91.0,41.31759838532429,41.32142996042084,2.067511494834988,2.0750112975842225,31.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0
R49C92,49.0,92.0,41.31759838532429,41.32142996042084,2.0750112975842225,2.082511100333457,14.0,0.0,82.0,0.0,0.0,3.0,1.0,0.0
R49C93,49.0,93.0,41.31759838532429,41.32142996042084,2.082511100333457,2.090010903082691,10.0,29.0,159.0,1.0,1.0,5.0,9.0,0.0
R49C94,49.0,94.0,41.31759838532429,41.32142996042084,2.090010903082691,2.0975107058319256,35.0,40.0,221.0,0.0,3.0,0.0,9.0,0.0
R49C95,49.0,95.0,41.31759838532429,41.32142996042084,2.0975107058319256,2.10501050858116,26.0,9.0,135.0,0.0,4.0,1.0,6.0,0.0
R49C96,49.0,96.0,41.31759838532429,41.32142996042084,2.10501050858116,2.1125103113303942,15.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0
R49C97,49.0,97.0,41.31759838532429,41.32142996042084,2.1125103113303942,2.1200101140796286,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0
R49C98,49.0,98.0,41.31759838532429,41.32142996042084,2.1200101140796286,2.127509916828863,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
R49C99,49.0,99.0,41.31759838532429,41.32142996042084,2.127509916828863,2.1350097195780973,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0
R49C100,49.0,100.0,41.31759838532429,41.32142996042084,2.1350097195780973,2.1425095223273316,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
R49C101,49.0,101.0,41.31759838532429,41.32142996042084,2.1425095223273316,2.150009325076566,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
R49C102,49.0,102.0,41.31759838532429,41.32142996042084,2.150009325076566,2.1575091278258003,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R50C3,50.0,3.0,41.32142996042084,41.3252615355174,1.407528852902366,1.4150286556516003,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R50C4,50.0,4.0,41.32142996042084,41.3252615355174,1.4150286556516003,1.4225284584008346,1.0,2.0,4.0,3.0,5.0,0.0,1.0,0.0
R50C5,50.0,5.0,41.32142996042084,41.3252615355174,1.4225284584008346,1.430028261150069,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
R50C6,50.0,6.0,41.32142996042084,41.3252615355174,1.430028261150069,1.4375280638993033,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
R50C7,50.0,7.0,41.32142996042084,41.3252615355174,1.4375280638993033,1.4450278666485377,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
R50C8,50.0,8.0,41.32142996042084,41.3252615355174,1.4450278666485377,1.452527669397772,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
R50C9,50.0,9.0,41.32142996042084,41.3252615355174,1.452527669397772,1.4600274721470063,0.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0
R50C10,50.0,10.0,41.32142996042084,41.3252615355174,1.4600274721470063,1.4675272748962407,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R50C11,50.0,11.0,41.32142996042084,41.3252615355174,1.4675272748962407,1.475027077645475,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R50C12,50.0,12.0,41.32142996042084,41.3252615355174,1.475027077645475,1.4825268803947094,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R50C13,50.0,13.0,41.32142996042084,41.3252615355174,1.4825268803947094,1.4900266831439437,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R50C14,50.0,14.0,41.32142996042084,41.3252615355174,1.4900266831439437,1.497526485893178,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R50C15,50.0,15.0,41.32142996042084,41.3252615355174,1.497526485893178,1.5050262886424124,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R50C16,50.0,16.0,41.32142996042084,41.3252615355174,1.5050262886424124,1.5125260913916467,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R50C17,50.0,17.0,41.32142996042084,41.3252615355174,1.5125260913916467,1.520025894140881,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R50C20,50.0,20.0,41.32142996042084,41.3252615355174,1.5350254996393498,1.542525302388584,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R50C21,50.0,21.0,41.32142996042084,41.3252615355174,1.542525302388584,1.5500251051378184,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R50C22,50.0,22.0,41.32142996042084,41.3252615355174,1.5500251051378184,1.5575249078870528,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R50C23,50.0,23.0,41.32142996042084,41.3252615355174,1.5575249078870528,1.5650247106362871,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R50C24,50.0,24.0,41.32142996042084,41.3252615355174,1.5650247106362871,1.5725245133855215,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R50C25,50.0,25.0,41.32142996042084,41.3252615355174,1.5725245133855215,1.5800243161347558,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R50C26,50.0,26.0,41.32142996042084,41.3252615355174,1.5800243161347558,1.5875241188839901,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R50C27,50.0,27.0,41.32142996042084,41.3252615355174,1.5875241188839901,1.5950239216332245,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R50C28,50.0,28.0,41.32142996042084,41.3252615355174,1.5950239216332245,1.6025237243824588,8.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
R50C29,50.0,29.0,41.32142996042084,41.3252615355174,1.6025237243824588,1.6100235271316932,7.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0
R50C30,50.0,30.0,41.32142996042084,41.3252615355174,1.6100235271316932,1.6175233298809275,8.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0
R50C31,50.0,31.0,41.32142996042084,41.3252615355174,1.6175233298809275,1.6250231326301618,13.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0
R50C32,50.0,32.0,41.32142996042084,41.3252615355174,1.6250231326301618,1.6325229353793962,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R50C33,50.0,33.0,41.32142996042084,41.3252615355174,1.6325229353793962,1.6400227381286305,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R50C34,50.0,34.0,41.32142996042084,41.3252615355174,1.6400227381286305,1.6475225408778649,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R50C35,50.0,35.0,41.32142996042084,41.3252615355174,1.6475225408778649,1.6550223436270992,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
R50C36,50.0,36.0,41.32142996042084,41.3252615355174,1.6550223436270992,1.6625221463763336,8.0,11.0,34.0,0.0,0.0,0.0,0.0,0.0
R50C37,50.0,37.0,41.32142996042084,41.3252615355174,1.6625221463763336,1.670021949125568,10.0,12.0,51.0,0.0,1.0,2.0,0.0,0.0
R50C38,50.0,38.0,41.32142996042084,41.3252615355174,1.670021949125568,1.6775217518748022,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
R50C39,50.0,39.0,41.32142996042084,41.3252615355174,1.6775217518748022,1.6850215546240366,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
R50C40,50.0,40.0,41.32142996042084,41.3252615355174,1.6850215546240366,1.692521357373271,1.0,1.0,29.0,0.0,0.0,0.0,1.0,0.0
R50C41,50.0,41.0,41.32142996042084,41.3252615355174,1.692521357373271,1.7000211601225053,7.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0
R50C42,50.0,42.0,41.32142996042084,41.3252615355174,1.7000211601225053,1.7075209628717396,4.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
R50C43,50.0,43.0,41.32142996042084,41.3252615355174,1.7075209628717396,1.715020765620974,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
R50C44,50.0,44.0,41.32142996042084,41.3252615355174,1.715020765620974,1.7225205683702083,6.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0
R50C45,50.0,45.0,41.32142996042084,41.3252615355174,1.7225205683702083,1.7300203711194426,2.0,0.0,19.0,0.0,1.0,0.0,0.0,0.0
R50C46,50.0,46.0,41.32142996042084,41.3252615355174,1.7300203711194426,1.737520173868677,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R50C47,50.0,47.0,41.32142996042084,41.3252615355174,1.737520173868677,1.7450199766179113,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
R50C48,50.0,48.0,41.32142996042084,41.3252615355174,1.7450199766179113,1.7525197793671456,2.0,0.0,11.0,0.0,2.0,0.0,0.0,0.0
R50C49,50.0,49.0,41.32142996042084,41.3252615355174,1.7525197793671456,1.76001958211638,6.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0
R50C50,50.0,50.0,41.32142996042084,41.3252615355174,1.76001958211638,1.7675193848656143,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
R50C51,50.0,51.0,41.32142996042084,41.3252615355174,1.7675193848656143,1.7750191876148487,4.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
R50C52,50.0,52.0,41.32142996042084,41.3252615355174,1.7750191876148487,1.782518990364083,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R50C53,50.0,53.0,41.32142996042084,41.3252615355174,1.782518990364083,1.7900187931133174,6.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0
R50C54,50.0,54.0,41.32142996042084,41.3252615355174,1.7900187931133174,1.7975185958625517,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R50C56,50.0,56.0,41.32142996042084,41.3252615355174,1.805018398611786,1.8125182013610204,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R50C57,50.0,57.0,41.32142996042084,41.3252615355174,1.8125182013610204,1.8200180041102547,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
R50C58,50.0,58.0,41.32142996042084,41.3252615355174,1.8200180041102547,1.827517806859489,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R50C59,50.0,59.0,41.32142996042084,41.3252615355174,1.827517806859489,1.8350176096087234,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R50C60,50.0,60.0,41.32142996042084,41.3252615355174,1.8350176096087234,1.8425174123579577,3.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0
R50C61,50.0,61.0,41.32142996042084,41.3252615355174,1.8425174123579577,1.850017215107192,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R50C62,50.0,62.0,41.32142996042084,41.3252615355174,1.850017215107192,1.8575170178564264,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R50C63,50.0,63.0,41.32142996042084,41.3252615355174,1.8575170178564264,1.8650168206056608,7.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0
R50C64,50.0,64.0,41.32142996042084,41.3252615355174,1.8650168206056608,1.872516623354895,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R50C65,50.0,65.0,41.32142996042084,41.3252615355174,1.872516623354895,1.8800164261041294,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
R50C66,50.0,66.0,41.32142996042084,41.3252615355174,1.8800164261041294,1.8875162288533638,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R50C67,50.0,67.0,41.32142996042084,41.3252615355174,1.8875162288533638,1.8950160316025981,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
R50C68,50.0,68.0,41.32142996042084,41.3252615355174,1.8950160316025981,1.9025158343518325,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
R50C69,50.0,69.0,41.32142996042084,41.3252615355174,1.9025158343518325,1.9100156371010668,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
R50C70,50.0,70.0,41.32142996042084,41.3252615355174,1.9100156371010668,1.9175154398503012,2.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0
R50C71,50.0,71.0,41.32142996042084,41.3252615355174,1.9175154398503012,1.9250152425995355,4.0,14.0,6.0,0.0,1.0,0.0,0.0,0.0
R50C72,50.0,72.0,41.32142996042084,41.3252615355174,1.9250152425995355,1.9325150453487698,1.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0
R50C73,50.0,73.0,41.32142996042084,41.3252615355174,1.9325150453487698,1.9400148480980042,4.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
R50C74,50.0,74.0,41.32142996042084,41.3252615355174,1.9400148480980042,1.9475146508472385,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
R50C75,50.0,75.0,41.32142996042084,41.3252615355174,1.9475146508472385,1.9550144535964729,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
R50C76,50.0,76.0,41.32142996042084,41.3252615355174,1.9550144535964729,1.9625142563457072,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
R50C77,50.0,77.0,41.32142996042084,41.3252615355174,1.9625142563457072,1.9700140590949415,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
R50C78,50.0,78.0,41.32142996042084,41.3252615355174,1.9700140590949415,1.9775138618441759,1.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0
R50C79,50.0,79.0,41.32142996042084,41.3252615355174,1.9775138618441759,1.9850136645934102,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0
R50C80,50.0,80.0,41.32142996042084,41.3252615355174,1.9850136645934102,1.9925134673426446,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
R50C81,50.0,81.0,41.32142996042084,41.3252615355174,1.9925134673426446,2.000013270091879,3.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
